City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,2019-03-25,136.0,65.0,150.34,34.84,20.19,0.93,36.06
Delhi,2019-03-26,162.0,75.82,169.16,40.8,19.26,1.04,41.35
Delhi,2019-03-27,177.0,78.37,186.49,49.68,20.35,1.22,43.23
Delhi,2019-03-28,245.0,116.55,260.26,60.18,24.86,1.76,48.44
Delhi,2019-03-29,273.0,112.67,257.27,60.4,19.52,1.8,46.51
Delhi,2019-03-30,252.0,102.27,238.99,53.75,22.39,1.51,51.49
Delhi,2019-03-31,198.0,58.96,177.53,38.42,18.9,0.94,48.72
Delhi,2019-04-01,153.0,59.08,170.14,38.55,20.09,0.88,54.95
Delhi,2019-04-02,194.0,90.1,211.47,55.76,24.4,1.19,54.67
Delhi,2019-04-03,208.0,85.02,206.04,54.91,21.6,1.32,51.06
Delhi,2019-04-04,260.0,119.71,270.77,63.62,29.11,1.8,60.25
Delhi,2019-04-05,284.0,125.44,281.53,64.7,28.67,1.96,57.0
Delhi,2019-04-06,269.0,96.6,303.71,48.72,23.23,1.32,50.84
Delhi,2019-04-07,315.0,152.91,355.22,44.64,21.35,1.49,53.16
Delhi,2019-04-08,284.0,81.3,280.23,45.87,15.1,1.06,51.32
Delhi,2019-04-09,240.0,87.74,225.5,53.88,22.03,1.44,57.86
Delhi,2019-04-10,263.0,101.94,247.53,56.82,20.84,1.76,50.86
Delhi,2019-04-11,196.0,70.25,204.19,47.54,21.51,1.21,48.59
Delhi,2019-04-12,202.0,61.34,217.0,40.09,19.48,1.12,51.94
Delhi,2019-04-13,175.0,55.93,175.93,37.89,20.82,1.06,45.3
Delhi,2019-04-14,150.0,51.51,168.11,36.61,20.65,1.02,41.86
Delhi,2019-04-15,163.0,54.84,187.59,41.92,22.2,1.28,42.3
Delhi,2019-04-16,206.0,59.08,186.75,35.01,12.59,1.1,47.49
Delhi,2019-04-17,102.0,22.14,62.49,26.84,11.1,0.9,45.44
Delhi,2019-04-18,104.0,38.92,91.55,39.07,15.05,1.01,50.12
Delhi,2019-04-19,151.0,71.62,155.39,47.56,21.22,1.24,45.45
Delhi,2019-04-20,199.0,90.55,193.76,55.28,26.03,1.42,55.67
Delhi,2019-04-21,225.0,95.24,219.06,58.95,22.16,1.66,50.13
Delhi,2019-04-22,246.0,110.16,255.31,61.72,29.31,1.87,56.24
Delhi,2019-04-23,257.0,104.17,277.28,63.45,25.76,1.92,53.24
Delhi,2019-04-24,232.0,85.7,262.58,51.58,19.17,1.41,61.45
Delhi,2019-04-25,251.0,86.41,274.39,39.89,17.67,1.31,65.26
Delhi,2019-04-26,223.0,82.37,244.21,50.69,26.12,1.34,47.45
Delhi,2019-04-27,248.0,73.06,301.82,39.8,21.85,1.05,52.16
Delhi,2019-04-28,269.0,76.44,285.73,40.9,20.02,1.06,54.0
Delhi,2019-04-29,256.0,84.04,274.83,52.04,23.71,1.33,50.32
Delhi,2019-04-30,257.0,95.72,284.13,59.32,26.58,1.62,57.54
Delhi,2019-05-01,285.0,111.57,323.97,63.15,27.67,1.61,65.95
Delhi,2019-05-02,275.0,77.72,282.83,43.19,18.26,1.19,65.33
Delhi,2019-05-03,202.0,52.16,149.1,49.82,17.91,1.09,64.36
Delhi,2019-05-04,182.0,77.96,196.87,59.78,18.19,1.26,46.34
Delhi,2019-05-05,231.0,101.25,249.97,55.16,21.93,1.51,52.97
Delhi,2019-05-06,267.0,118.9,295.84,70.81,23.72,1.93,55.91
Delhi,2019-05-07,310.0,128.78,378.89,69.77,22.77,1.98,40.32
Delhi,2019-05-08,389.0,143.34,415.23,60.85,25.84,2.0,47.34
Delhi,2019-05-09,390.0,137.2,414.7,51.13,23.46,1.52,50.71
Delhi,2019-05-10,333.0,95.07,320.44,38.05,17.6,1.03,52.66
Delhi,2019-05-11,266.0,101.83,289.05,42.02,21.6,1.15,62.02
Delhi,2019-05-12,352.0,178.22,503.28,40.68,19.36,1.22,57.85
Delhi,2019-05-13,376.0,170.81,351.28,50.88,33.5,1.51,67.84
Delhi,2019-05-14,217.0,58.22,124.28,37.53,13.4,1.02,54.85
Delhi,2019-05-15,194.0,84.81,191.04,57.75,20.93,1.52,41.85
Delhi,2019-05-16,192.0,75.45,218.38,50.99,15.36,1.38,46.97
Delhi,2019-05-17,257.0,92.53,316.4,45.67,13.26,1.31,46.42
Delhi,2019-05-18,176.0,44.28,106.51,33.79,10.93,1.04,45.46
Delhi,2019-05-19,168.0,81.99,162.83,45.8,17.36,1.21,59.34
Delhi,2019-05-20,216.0,93.97,218.72,56.55,19.81,1.35,53.31
Delhi,2019-05-21,206.0,77.78,194.58,47.58,20.15,1.21,55.06
Delhi,2019-05-22,167.0,64.24,201.27,51.8,16.92,1.5,38.34
Delhi,2019-05-23,228.0,92.4,230.0,52.71,21.68,1.49,55.29
Delhi,2019-05-24,151.0,43.86,117.66,40.33,11.99,1.21,31.11
Delhi,2019-05-25,125.0,43.66,118.65,34.52,13.09,0.99,51.47
Delhi,2019-05-26,135.0,55.13,136.58,41.51,17.94,1.06,59.94
Delhi,2019-05-27,163.0,64.66,172.68,53.92,18.9,1.28,53.59
Delhi,2019-05-28,175.0,65.82,183.77,61.45,20.59,1.3,54.43
Delhi,2019-05-29,191.0,74.8,202.75,65.84,23.61,1.45,57.99
Delhi,2019-05-30,226.0,85.21,246.05,71.8,21.99,1.75,49.58
Delhi,2019-05-31,266.0,88.57,337.77,56.83,19.82,1.47,58.49
Delhi,2019-06-01,300.0,95.4,298.35,57.24,21.54,1.56,64.56
Delhi,2019-06-02,222.0,73.36,219.79,32.22,14.15,1.07,60.84
Delhi,2019-06-03,232.0,66.94,300.7,30.33,12.64,1.03,60.03
Delhi,2019-06-04,212.0,54.95,171.58,36.0,13.67,1.14,65.82
Delhi,2019-06-05,190.0,73.35,208.72,42.68,15.82,1.29,59.78
Delhi,2019-06-06,209.0,70.61,236.45,44.85,16.15,1.13,61.04
Delhi,2019-06-07,192.0,54.81,152.39,35.32,14.44,1.11,74.12
Delhi,2019-06-08,184.0,69.75,187.62,51.0,13.47,1.47,63.64
Delhi,2019-06-09,237.0,101.05,265.12,62.84,21.74,1.86,69.14
Delhi,2019-06-10,230.0,74.48,233.49,61.53,15.19,1.63,55.95
Delhi,2019-06-11,315.0,118.38,487.77,49.86,13.52,1.41,39.96
Delhi,2019-06-12,280.0,59.86,240.88,30.46,11.57,0.92,62.12
Delhi,2019-06-13,189.0,52.66,189.69,34.53,11.79,1.03,52.93
Delhi,2019-06-14,167.0,53.79,188.21,37.07,12.89,1.07,59.31
Delhi,2019-06-15,217.0,81.86,274.68,47.15,17.56,1.18,57.41
Delhi,2019-06-16,205.0,42.06,160.96,20.56,9.54,0.8,46.81
Delhi,2019-06-17,126.0,40.18,137.08,27.51,11.07,0.89,40.56
Delhi,2019-06-18,119.0,30.39,84.53,32.32,8.0,1.03,48.99
Delhi,2019-06-19,173.0,79.96,223.08,37.14,12.69,1.12,61.02
Delhi,2019-06-20,175.0,42.76,130.88,31.19,9.7,0.92,68.57
Delhi,2019-06-21,178.0,71.15,188.16,44.78,12.23,1.22,59.68
Delhi,2019-06-22,185.0,68.27,177.16,44.12,14.97,1.11,69.18
Delhi,2019-06-23,153.0,42.06,126.12,23.02,10.11,0.95,57.33
Delhi,2019-06-24,118.0,26.29,85.68,25.93,10.74,0.92,37.78
Delhi,2019-06-25,131.0,53.65,119.98,32.24,11.91,1.07,54.02
Delhi,2019-06-26,161.0,67.36,155.9,37.39,12.87,1.16,46.26
Delhi,2019-06-27,169.0,65.3,230.98,39.94,13.46,1.16,46.84
Delhi,2019-06-28,207.0,61.21,239.15,38.37,14.43,1.02,38.39
Delhi,2019-06-29,223.0,58.08,271.27,34.56,11.99,0.93,37.99
Delhi,2019-06-30,234.0,65.24,270.03,33.03,12.82,1.04,44.4
Delhi,2019-07-01,195.0,57.27,189.32,31.09,12.22,0.94,58.0
Delhi,2019-07-02,202.0,71.68,233.25,28.13,12.02,0.99,64.82
Delhi,2019-07-03,162.0,39.99,113.92,26.57,9.75,0.99,42.31
Delhi,2019-07-04,111.0,36.82,87.8,29.23,9.75,1.11,28.2
Delhi,2019-07-05,113.0,48.6,99.98,34.77,11.05,1.2,22.68
Delhi,2019-07-06,99.0,34.25,87.5,29.91,10.18,1.0,33.71
Delhi,2019-07-07,101.0,38.81,91.79,28.87,10.67,1.08,38.66
Delhi,2019-07-08,129.0,49.12,148.79,32.85,10.64,1.15,35.11
Delhi,2019-07-09,131.0,42.56,128.6,30.38,9.52,1.11,25.75
Delhi,2019-07-10,150.0,69.21,278.71,31.36,10.41,1.04,28.65
Delhi,2019-07-11,300.0,76.99,352.26,29.87,9.64,0.97,29.84
Delhi,2019-07-12,294.0,76.35,363.7,26.97,8.96,1.05,28.38
Delhi,2019-07-13,312.0,63.18,294.27,23.13,9.11,0.97,30.81
Delhi,2019-07-14,243.0,63.16,280.99,25.1,9.85,0.95,32.77
Delhi,2019-07-15,180.0,42.04,137.67,27.17,10.39,1.09,27.23
Delhi,2019-07-16,117.0,31.51,79.22,27.54,9.64,1.05,30.05
Delhi,2019-07-17,92.0,32.06,67.73,28.44,8.91,1.03,31.48
Delhi,2019-07-18,98.0,32.92,78.08,37.14,8.86,1.24,30.75
Delhi,2019-07-19,142.0,63.02,158.3,40.79,9.95,1.41,49.9
Delhi,2019-07-20,137.0,46.43,117.84,37.1,8.6,1.15,29.1
Delhi,2019-07-21,123.0,50.57,105.55,33.89,8.83,1.39,32.04
Delhi,2019-07-22,124.0,60.38,119.66,33.03,8.95,1.55,34.79
Delhi,2019-07-23,156.0,73.08,153.96,39.89,9.05,1.61,40.16
Delhi,2019-07-24,165.0,63.26,156.93,40.29,8.83,1.41,33.1
Delhi,2019-07-25,98.0,22.79,63.51,33.52,8.76,0.94,22.78
Delhi,2019-07-26,94.0,30.63,61.26,31.61,8.92,0.99,27.72
Delhi,2019-07-27,85.0,26.16,45.04,25.34,8.67,1.0,29.54
Delhi,2019-07-28,83.0,21.13,46.35,21.89,8.43,0.89,30.62
Delhi,2019-07-29,82.0,24.45,64.17,25.11,8.97,0.92,29.78
Delhi,2019-07-30,90.0,30.1,82.81,26.92,9.36,0.97,27.42
Delhi,2019-07-31,90.0,30.22,76.67,26.45,8.78,0.93,31.25
Delhi,2019-08-01,98.0,34.26,85.89,28.4,8.79,0.94,32.51
Delhi,2019-08-02,95.0,35.06,83.66,30.96,8.45,1.03,29.29
Delhi,2019-08-03,104.0,38.54,80.35,31.0,9.43,1.07,27.74
Delhi,2019-08-04,101.0,46.69,88.15,30.9,9.96,1.13,27.25
Delhi,2019-08-05,108.0,52.2,104.96,34.64,9.37,1.24,28.66
Delhi,2019-08-06,99.0,30.04,57.31,34.68,8.26,1.14,22.91
Delhi,2019-08-07,104.0,32.63,72.98,31.82,9.81,1.22,29.87
Delhi,2019-08-08,99.0,27.69,80.22,28.9,10.61,1.01,30.92
Delhi,2019-08-09,89.0,14.59,61.47,22.08,9.3,0.86,26.17
Delhi,2019-08-10,75.0,16.73,47.75,22.06,8.47,0.87,25.43
Delhi,2019-08-11,83.0,25.53,67.15,25.93,8.65,0.96,26.21
Delhi,2019-08-12,80.0,20.53,51.91,26.18,8.14,1.02,21.46
Delhi,2019-08-13,85.0,21.68,56.18,27.12,8.37,1.1,20.73
Delhi,2019-08-14,93.0,33.21,58.36,31.9,8.5,1.19,31.43
Delhi,2019-08-15,93.0,28.78,56.28,25.03,8.51,1.04,23.58
Delhi,2019-08-16,73.0,15.52,37.1,21.51,8.61,0.87,23.59
Delhi,2019-08-17,67.0,10.24,19.51,19.1,7.67,0.81,16.51
Delhi,2019-08-18,66.0,15.51,30.45,20.93,8.57,0.98,18.03
Delhi,2019-08-19,99.0,38.55,86.13,28.59,8.6,1.31,28.06
Delhi,2019-08-20,103.0,41.74,95.71,26.86,8.12,1.23,28.41
Delhi,2019-08-21,107.0,46.69,129.46,32.68,7.81,1.14,31.18
Delhi,2019-08-22,125.0,44.16,130.49,42.21,8.41,1.21,25.95
Delhi,2019-08-23,130.0,50.49,142.76,40.32,8.36,1.3,28.57
Delhi,2019-08-24,149.0,60.71,149.82,41.76,8.78,1.47,28.17
Delhi,2019-08-25,107.0,33.49,67.82,31.71,8.23,0.93,24.22
Delhi,2019-08-26,77.0,25.06,68.59,31.6,8.55,0.99,24.07
Delhi,2019-08-27,114.0,40.68,107.99,34.48,10.01,1.17,36.98
Delhi,2019-08-28,119.0,42.04,103.01,34.62,9.64,1.07,34.34
Delhi,2019-08-29,103.0,33.92,90.29,30.6,8.24,0.93,30.97
Delhi,2019-08-30,110.0,43.5,105.68,32.44,9.33,1.02,39.25
Delhi,2019-08-31,123.0,57.16,123.23,40.79,9.14,1.41,33.71
Delhi,2019-09-01,123.0,35.13,81.44,32.08,8.41,1.11,31.24
Delhi,2019-09-02,105.0,46.15,101.79,31.91,8.81,1.07,39.18
Delhi,2019-09-03,131.0,70.64,143.56,36.51,8.95,1.21,32.5
Delhi,2019-09-04,165.0,73.33,150.39,36.99,9.03,1.22,36.13
Delhi,2019-09-05,118.0,33.9,90.44,29.09,9.25,0.97,28.87
Delhi,2019-09-06,96.0,35.81,89.47,30.05,10.9,0.99,27.22
Delhi,2019-09-07,95.0,34.98,83.26,30.9,8.17,1.0,24.58
Delhi,2019-09-08,99.0,32.83,77.01,26.84,8.72,0.9,32.4
Delhi,2019-09-09,107.0,56.31,126.43,30.47,8.45,1.0,30.84
Delhi,2019-09-10,139.0,64.48,144.47,34.12,9.49,1.07,40.53
Delhi,2019-09-11,166.0,79.6,174.33,39.69,9.54,1.15,48.95
Delhi,2019-09-12,158.0,57.83,132.61,34.01,8.91,0.99,32.08
Delhi,2019-09-13,103.0,33.59,83.22,29.75,8.16,0.88,27.33
Delhi,2019-09-14,85.0,26.65,69.36,26.05,8.48,0.77,28.64
Delhi,2019-09-15,83.0,35.52,72.61,27.77,8.55,0.91,28.58
Delhi,2019-09-16,111.0,56.6,129.47,36.18,8.35,1.13,35.4
Delhi,2019-09-17,143.0,59.14,135.84,38.18,8.64,1.12,41.22
Delhi,2019-09-18,117.0,35.41,97.32,31.3,9.46,0.86,37.19
Delhi,2019-09-19,80.0,21.74,62.19,24.15,9.29,0.78,27.34
Delhi,2019-09-20,96.0,40.33,106.47,31.73,10.81,0.95,29.76
Delhi,2019-09-21,112.0,39.23,96.29,31.43,9.63,0.99,28.51
Delhi,2019-09-22,86.0,26.51,65.65,30.66,9.32,0.91,21.15
Delhi,2019-09-23,89.0,34.46,83.33,30.02,9.9,0.93,30.49
Delhi,2019-09-24,103.0,35.88,96.22,34.98,9.19,0.98,28.92
Delhi,2019-09-25,100.0,30.52,86.31,29.99,8.94,0.9,28.53
Delhi,2019-09-26,87.0,22.9,69.49,27.25,10.43,0.83,24.16
Delhi,2019-09-27,78.0,15.66,56.71,24.52,10.3,0.78,23.54
Delhi,2019-09-28,78.0,22.52,66.98,26.18,10.01,0.77,22.22
Delhi,2019-09-29,68.0,16.91,51.03,22.84,8.85,0.74,22.84
Delhi,2019-09-30,75.0,29.42,81.97,27.89,8.22,0.92,26.67
Delhi,2019-10-01,98.0,33.92,92.41,28.0,8.5,0.96,26.15
Delhi,2019-10-02,105.0,40.16,96.13,29.72,8.95,1.05,34.94
Delhi,2019-10-03,140.0,57.99,143.97,36.77,10.42,1.25,44.29
Delhi,2019-10-04,113.0,43.07,94.9,34.07,8.34,0.99,32.54
Delhi,2019-10-05,108.0,39.48,108.22,33.82,8.08,1.03,32.66
Delhi,2019-10-06,127.0,58.75,140.15,36.98,8.62,0.99,40.18
Delhi,2019-10-07,133.0,55.88,137.81,33.46,8.25,0.91,36.23
Delhi,2019-10-08,123.0,44.85,116.56,33.4,8.91,0.85,38.81
Delhi,2019-10-09,165.0,77.02,182.89,45.5,11.9,1.37,51.37
Delhi,2019-10-10,208.0,100.82,215.18,50.32,13.83,1.34,53.51
Delhi,2019-10-11,243.0,98.07,203.36,48.05,11.02,1.37,47.07
Delhi,2019-10-12,235.0,103.45,209.42,48.54,11.26,1.44,44.45
Delhi,2019-10-13,282.0,132.57,255.42,51.27,12.75,1.65,44.55
Delhi,2019-10-14,285.0,116.33,239.47,50.83,11.46,1.73,43.59
Delhi,2019-10-15,291.0,133.35,285.26,58.61,13.31,2.18,53.79
Delhi,2019-10-16,320.0,146.37,279.78,53.03,13.22,1.77,55.69
Delhi,2019-10-17,300.0,121.68,245.2,46.51,14.95,1.44,49.68
Delhi,2019-10-18,265.0,90.41,203.39,39.62,11.36,1.14,42.7
Delhi,2019-10-19,170.0,76.77,174.84,51.37,11.33,1.18,43.23
Delhi,2019-10-20,242.0,98.05,203.14,48.83,10.64,1.26,33.47
Delhi,2019-10-21,254.0,115.16,235.0,51.05,11.11,1.3,36.8
Delhi,2019-10-22,243.0,93.51,213.26,50.05,11.7,1.37,39.48
Delhi,2019-10-23,248.0,122.12,268.58,57.92,14.08,1.79,44.15
Delhi,2019-10-24,335.0,173.56,346.51,67.36,18.87,2.46,57.94
Delhi,2019-10-25,331.0,129.9,270.87,52.55,15.17,1.72,52.25
Delhi,2019-10-26,315.0,148.73,290.6,56.43,12.76,1.92,50.59
Delhi,2019-10-27,354.0,198.81,321.68,48.37,13.21,1.77,47.27
Delhi,2019-10-28,417.0,301.39,420.35,48.45,18.03,1.77,42.79
Delhi,2019-10-29,419.0,287.56,440.77,60.03,12.71,2.43,33.2
Delhi,2019-10-30,452.0,279.32,454.35,63.87,13.81,2.67,34.86
Delhi,2019-10-31,460.0,314.32,500.04,71.37,15.86,2.92,38.29
Delhi,2019-11-01,591.0,388.45,584.15,73.61,16.32,2.59,49.77
Delhi,2019-11-02,473.0,320.26,467.74,54.1,12.88,1.93,35.0
Delhi,2019-11-03,659.0,582.28,706.58,49.67,10.2,2.39,33.91
Delhi,2019-11-04,532.0,272.3,386.16,44.53,11.68,1.47,36.82
Delhi,2019-11-05,385.0,190.41,296.98,44.32,13.17,1.43,39.23
Delhi,2019-11-06,265.0,101.09,207.19,54.77,11.58,1.52,29.77
Delhi,2019-11-07,296.0,182.47,292.56,51.64,11.95,1.58,23.72
Delhi,2019-11-08,346.0,154.14,253.44,52.79,14.04,1.68,32.33
Delhi,2019-11-09,321.0,140.8,230.5,44.01,11.58,1.34,30.42
Delhi,2019-11-10,339.0,192.35,296.44,50.35,13.95,1.44,38.5
Delhi,2019-11-11,376.0,252.48,380.54,61.36,15.18,1.79,42.35
Delhi,2019-11-12,475.0,384.34,529.59,66.1,14.41,2.25,48.8
Delhi,2019-11-13,532.0,383.36,541.19,73.6,15.12,2.5,39.52
Delhi,2019-11-14,537.0,371.42,545.66,82.63,16.26,2.92,26.54
Delhi,2019-11-15,595.0,423.52,576.12,59.35,14.14,2.35,37.71
Delhi,2019-11-16,438.0,174.03,293.0,42.35,12.89,1.34,31.94
Delhi,2019-11-17,273.0,96.34,165.5,33.78,10.78,0.92,27.01
Delhi,2019-11-18,245.0,108.4,181.67,40.05,10.55,1.26,30.33
Delhi,2019-11-19,251.0,126.92,218.13,52.79,12.05,1.6,31.56
Delhi,2019-11-20,315.0,175.19,295.47,77.62,14.74,2.21,38.99
Delhi,2019-11-21,375.0,217.7,363.77,91.65,19.85,3.0,48.43
Delhi,2019-11-22,377.0,201.17,332.6,75.08,16.02,2.4,41.54
Delhi,2019-11-23,334.0,130.41,224.14,52.7,11.64,1.3,25.58
Delhi,2019-11-24,264.0,107.86,178.21,43.51,11.35,1.01,29.6
Delhi,2019-11-25,269.0,122.37,213.67,53.29,13.59,1.45,31.86
Delhi,2019-11-26,284.0,114.27,225.78,53.83,17.65,1.41,39.21
Delhi,2019-11-27,166.0,65.7,128.1,42.94,10.71,0.89,30.2
Delhi,2019-11-28,106.0,31.03,58.6,32.3,8.99,0.65,28.72
Delhi,2019-11-29,89.0,53.79,100.29,41.9,10.14,1.03,24.66
Delhi,2019-11-30,175.0,96.96,159.36,45.04,9.87,1.21,23.38
Delhi,2019-12-01,257.0,123.66,192.47,50.39,11.39,1.17,32.28
Delhi,2019-12-02,299.0,141.12,229.08,57.23,11.18,1.49,32.54
Delhi,2019-12-03,302.0,140.07,241.56,60.85,11.37,1.49,32.57
Delhi,2019-12-04,313.0,163.24,277.92,71.65,13.48,1.95,33.48
Delhi,2019-12-05,389.0,271.99,416.79,91.53,14.48,2.95,42.41
Delhi,2019-12-06,423.0,241.69,362.1,69.73,13.41,2.03,32.34
Delhi,2019-12-07,382.0,233.79,348.44,66.41,15.4,2.32,33.69
Delhi,2019-12-08,404.0,239.98,355.16,68.59,13.69,2.88,32.51
Delhi,2019-12-09,371.0,200.33,311.58,68.28,12.34,2.32,29.47
Delhi,2019-12-10,377.0,236.4,363.3,72.63,12.49,2.41,38.14
Delhi,2019-12-11,430.0,299.85,452.65,85.56,14.71,3.2,41.46
Delhi,2019-12-12,471.0,284.18,412.59,64.36,12.61,2.01,44.13
Delhi,2019-12-13,322.0,94.62,124.26,41.21,7.9,1.14,29.14
Delhi,2019-12-14,179.0,78.59,128.36,41.29,9.04,1.18,22.94
Delhi,2019-12-15,205.0,94.67,151.57,39.9,8.5,1.15,22.96
Delhi,2019-12-16,202.0,88.05,133.11,35.06,7.17,1.04,22.1
Delhi,2019-12-17,178.0,93.07,140.23,32.7,7.26,1.07,24.27
Delhi,2019-12-18,273.0,144.0,214.88,44.41,7.98,1.24,32.08
Delhi,2019-12-19,354.0,261.16,385.13,55.64,9.64,1.92,28.22
Delhi,2019-12-20,452.0,316.09,449.06,60.58,9.92,2.16,29.05
Delhi,2019-12-21,441.0,249.87,353.94,50.24,8.52,1.71,23.62
Delhi,2019-12-22,351.0,146.81,202.05,38.96,6.67,1.13,21.48
Delhi,2019-12-23,321.0,171.47,240.19,39.83,7.0,1.28,23.8
Delhi,2019-12-24,376.0,262.69,401.03,56.72,8.7,1.76,28.17
Delhi,2019-12-25,384.0,166.71,258.28,39.77,6.96,1.2,21.13
Delhi,2019-12-26,340.0,196.97,299.85,45.08,6.99,1.17,25.73
Delhi,2019-12-27,372.0,240.07,371.45,54.6,7.88,1.39,27.55
Delhi,2019-12-28,425.0,275.6,426.12,55.98,10.26,1.96,27.92
Delhi,2019-12-29,455.0,326.79,500.15,57.76,10.25,1.86,35.11
Delhi,2019-12-30,506.0,333.43,486.35,55.61,11.15,2.24,26.44
Delhi,2019-12-31,417.0,245.53,338.18,47.5,11.03,1.8,28.07
Delhi,2020-01-01,492.0,372.14,483.87,64.18,18.49,3.15,39.58
Delhi,2020-01-02,485.0,327.04,439.31,64.8,19.95,3.32,36.5
Delhi,2020-01-03,426.0,228.9,337.04,55.65,14.93,2.8,27.82
Delhi,2020-01-04,366.0,220.6,327.22,57.67,12.85,2.2,29.94
Delhi,2020-01-05,354.0,170.21,257.94,48.25,9.59,1.23,30.21
Delhi,2020-01-06,335.0,159.64,247.47,51.19,11.34,1.27,21.99
Delhi,2020-01-07,285.0,120.31,176.22,44.9,12.74,1.18,22.82
Delhi,2020-01-08,281.0,117.98,145.85,38.64,8.67,1.13,17.63
Delhi,2020-01-09,231.0,89.26,132.06,32.3,7.28,0.89,22.0
Delhi,2020-01-10,255.0,130.82,203.54,45.12,9.44,1.3,27.25
Delhi,2020-01-11,309.0,151.1,245.62,53.28,11.65,1.54,30.98
Delhi,2020-01-12,352.0,207.23,325.36,59.91,12.35,2.26,32.47
Delhi,2020-01-13,381.0,218.98,329.77,55.04,11.59,2.11,27.98
Delhi,2020-01-14,314.0,115.62,163.67,38.08,9.24,1.16,21.62
Delhi,2020-01-15,241.0,111.57,179.08,47.45,10.68,1.17,26.19
Delhi,2020-01-16,286.0,139.06,197.9,44.21,10.44,1.11,18.63
Delhi,2020-01-17,287.0,107.65,152.98,36.19,9.69,1.14,18.97
Delhi,2020-01-18,262.0,125.3,198.24,43.78,9.65,1.32,19.93
Delhi,2020-01-19,290.0,125.04,187.93,34.18,8.69,0.96,25.86
Delhi,2020-01-20,282.0,142.18,225.67,38.21,9.65,1.39,24.64
Delhi,2020-01-21,359.0,222.81,348.45,48.18,12.24,1.93,27.6
Delhi,2020-01-22,378.0,198.88,296.98,44.3,10.95,1.9,24.63
Delhi,2020-01-23,273.0,74.45,137.61,35.26,8.71,0.79,27.73
Delhi,2020-01-24,155.0,79.83,151.81,44.0,10.73,0.99,30.53
Delhi,2020-01-25,251.0,136.72,240.57,56.31,12.36,1.48,26.8
Delhi,2020-01-26,349.0,201.2,309.09,50.94,12.81,2.09,32.7
Delhi,2020-01-27,365.0,209.97,330.91,67.09,14.72,2.19,26.6
Delhi,2020-01-28,302.0,104.45,149.12,42.01,11.12,1.26,23.29
Delhi,2020-01-29,218.0,77.95,134.17,42.24,9.85,1.24,23.96
Delhi,2020-01-30,195.0,91.56,168.43,45.04,10.06,1.08,24.23
Delhi,2020-01-31,203.0,92.04,170.33,47.35,9.9,1.1,24.36
Delhi,2020-02-01,244.0,112.13,201.19,44.25,10.02,1.26,29.22
Delhi,2020-02-02,254.0,120.86,200.9,45.28,10.32,1.2,29.69
Delhi,2020-02-03,297.0,138.5,243.43,53.71,11.4,1.51,33.94
Delhi,2020-02-04,336.0,188.42,340.56,64.8,15.26,2.21,41.0
Delhi,2020-02-05,344.0,150.08,255.41,53.35,13.31,1.3,32.03
Delhi,2020-02-06,277.0,118.57,205.43,51.82,12.08,1.18,33.75
Delhi,2020-02-07,307.0,150.15,253.82,58.46,14.21,1.51,34.75
Delhi,2020-02-08,315.0,149.67,238.17,47.55,14.39,1.16,35.72
Delhi,2020-02-09,310.0,151.43,247.62,50.75,14.64,1.29,36.29
Delhi,2020-02-10,328.0,174.4,292.44,56.48,14.83,1.61,31.92
Delhi,2020-02-11,347.0,176.57,306.12,60.12,14.37,1.89,37.22
Delhi,2020-02-12,343.0,172.12,295.05,55.96,16.24,1.29,37.86
Delhi,2020-02-13,279.0,95.72,179.78,41.59,16.49,0.95,36.8
Delhi,2020-02-14,186.0,73.84,172.28,34.6,13.53,0.82,43.62
Delhi,2020-02-15,174.0,83.07,174.78,44.57,17.59,0.91,42.21
Delhi,2020-02-16,254.0,132.63,237.81,57.15,19.61,1.38,40.01
Delhi,2020-02-17,323.0,158.69,282.84,61.17,18.85,1.61,38.6
Delhi,2020-02-18,292.0,125.53,238.91,59.91,23.01,1.39,42.7
Delhi,2020-02-19,300.0,138.46,286.39,59.9,20.13,2.0,44.29
Delhi,2020-02-20,253.0,98.84,223.69,44.05,14.91,0.99,55.32
Delhi,2020-02-21,170.0,53.11,85.49,33.27,10.45,0.83,39.58
Delhi,2020-02-22,104.0,63.62,123.44,41.23,13.38,1.2,32.03
Delhi,2020-02-23,221.0,105.71,182.2,42.24,14.3,1.26,35.15
Delhi,2020-02-24,169.0,70.59,145.05,44.2,15.94,1.02,33.36
Delhi,2020-02-25,244.0,127.75,224.02,46.76,18.24,1.22,35.32
Delhi,2020-02-26,303.0,141.81,258.62,50.67,17.61,1.54,38.64
Delhi,2020-02-27,270.0,107.28,203.77,46.15,14.7,1.23,36.36
Delhi,2020-02-28,214.0,83.48,161.36,33.92,11.55,0.97,41.53
Delhi,2020-02-29,144.0,60.01,115.82,33.98,12.05,0.83,37.35
Delhi,2020-03-01,105.0,42.83,91.88,40.73,12.19,0.97,39.84
Delhi,2020-03-02,192.0,99.34,203.51,50.23,15.81,1.58,36.64
Delhi,2020-03-03,226.0,86.26,188.73,46.6,15.48,1.22,32.39
Delhi,2020-03-04,200.0,82.9,193.79,45.62,16.22,1.1,41.77
Delhi,2020-03-05,112.0,31.43,67.5,32.97,11.32,0.81,36.98
Delhi,2020-03-06,82.0,21.32,38.5,33.71,10.42,0.87,33.52
Delhi,2020-03-07,77.0,40.96,85.45,35.53,11.84,0.82,35.47
